case_id,category,question,http_status,question_type,expected_route,route_ok,expected_topics,topic_hits,expected_reference_keywords,reference_hits,score,raw_verdict,final_verdict,issue_type,answer_preview,evidence_preview,manual_notes
GQ0011,gotquestions_unmapped,타인종간의 결혼에 관하여 성경은 무엇이라 하는가?,200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 타인종 간의 결혼에 대한 성경의 직접적인 언급은 없지만, 성경은 결혼의 본질과 원칙에 대해 중요한 가르침을 제공합니다. 고린도전서 7장에서는 믿는 자와 믿지 않는 자 간의 혼인에 대해 언급하며, 서로의 신앙을 존중하고 사랑으로 관계를 유지할 것을 강조합니다. 또한, 갈라디아서 5장에서는 이웃 사랑의 중요성을 강조하여, 인종이나 배경에 관계없이 서로를 사랑하고 존중해야 함을 나타냅니다. 따라서, 타인종 간의 결혼도 이러한 사랑의 원칙을 바탕으로 이루어져야 한다고 볼 수 있습니다. 2. 관련 구절 설명 - 고린도전서 7장 10-12절: 이 구절은 혼인 관계에서의 의무와 사랑의 중요성을 강조합니다. 믿지 않는 아내와 함께 사는 형제에게도 그 아내를 버리지 말라고 권면함으로써, 서로의 신앙과 관계를 존중해야 함을 보여줍니다. 이는 인종이나 문화가 다른 사람과의 결혼에서도 마찬가지로 적용될 수 있습니다. - 갈라디아서 5장 14절: 이 구절은 ""온 율법은 네 이웃 사랑하기를 ","[하이브리드 주제검색 결과] 인식 주제: ['결혼', '관계', '말씀', '섬김'] 검색 키워드: ['결혼', '남편', '아내', '부부', '혼인', '배우자', '관계', '형제', '이웃', '서로', '화목', '화해', '용납', '말씀', '율법', '계명', '성경', '가르침', '교훈', '섬기', '종', '봉사', '낮아지', '대접'] LLM 검색 질의: ['타인종간의 결혼에 대한 성경의 가르침', '믿음의 배우자', '하나님이 정하신 결혼', '결혼의 원칙', '이방인과의 결혼', '혼인에 대한 성경적 관점', '타인종간의 결혼에 관하여 성경은 무엇이라 하는가?'] 실제 벡터검색 질의: ['타인종간의 결혼에 대한 성경의 가르침 남편과 아내 사랑과 존중 혼인 서로 사랑 서로 용서 화목 형제 사랑 이웃 사랑 주의 말씀 율법 계명 말씀을 묵상 섬기는 자 낮아짐 이웃을 섬김', '타인종간의 결혼에 대한 성경의 가르침', '믿음의 배우자', '하나님이 정하신 결혼'",
GQ0012,gotquestions_topic,성경은 문신 및 피어싱을 어떻게 보는가?,200,topic_search,topic_search|explanation,Y,몸|윤리|거룩,몸|윤리|거룩,레위기 19|고린도전서 6|고린도전서 10|로마서 14|베드로전서 3,고린도전서 10|베드로전서 3,4,PASS,PASS,정상,"1. 핵심 답변 성경은 문신이나 피어싱에 대해 직접적으로 언급하지 않지만, 몸을 어떻게 다루어야 하는지에 대한 원칙을 제시하고 있습니다. 레위기에서는 하나님이 거룩하신 분이시므로, 그를 따르는 백성도 거룩하게 살아야 한다고 강조합니다. 또한, 고린도전서에서는 우리의 행동이 다른 사람에게 미치는 영향을 고려해야 한다고 가르칩니다. 따라서 문신이나 피어싱을 할 때, 개인의 자유와 더불어 하나님과 다른 사람에 대한 책임을 함께 생각해야 합니다. 2. 관련 구절 설명 - 레위기 11장 44절은 하나님이 거룩하신 분이므로, 그를 따르는 백성도 거룩하게 살아야 한다는 원칙을 제시합니다. 이는 우리의 몸을 어떻게 다루어야 하는지에 대한 중요한 기준이 됩니다. - 고린도전서 10장 31절은 우리가 하는 모든 일이 하나님의 영광을 위해 이루어져야 한다고 강조합니다. 이는 문신이나 피어싱과 같은 개인적인 선택이 하나님께 영광이 되는지를 고민하게 만듭니다. 3. 본문 설명 제공된 성경 구절들은 몸을 다","[하이브리드 주제검색 결과] 인식 주제: ['몸', '거룩', '윤리', '말씀'] 검색 키워드: ['몸', '육체', '성전', '성령의 전', '외모', '단장', '문신', '피어싱', '거룩', '성결', '구별', '정결', '깨끗', '윤리', '옳은', '죄인가', '해도 되', '괜찮', '판단', '양심', '말씀', '율법', '계명', '성경', '가르침', '교훈'] LLM 검색 질의: ['성경에서 문신과 피어싱에 대한 원칙', '몸은 성령의 전', '하나님의 영광을 위하여', '믿음과 양심', '외모보다 마음', '거룩한 삶', '성경은 문신 및 피어싱을 어떻게 보는가?'] 실제 벡터검색 질의: ['성경에서 문신과 피어싱에 대한 원칙 너희 몸은 성령의 전 너희 몸으로 하나님께 영광 외모보다 마음의 숨은 사람 무엇을 하든지 하나님의 영광 거룩하라 성결 하나님께 구별 정결 믿음을 따라 하지 않는 것은 죄 하나님의 영광을 위하여 양심 덕을 세움 주의 말씀 율법 계명",
GQ0013,gotquestions_unmapped,성경은 혼전관계에 대하여 무엇이라고 말하는가?,200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 성경에서 혼전관계에 대한 직접적인 언급은 명확하지 않지만, 결혼의 중요성과 부부 간의 관계에 대한 가르침이 있습니다. 고린도전서 7장에서는 혼인한 자들 간의 갈등과 화합에 대해 언급하며, 부부가 서로를 존중하고 사랑으로 대해야 함을 강조합니다. 또한, 신명기 25장에서는 형제의 아내를 취하는 의무에 대해 설명하며, 결혼의 신성과 그 책임을 부각시킵니다. 이러한 구절들은 혼전관계에 대한 올바른 이해와 결혼의 중요성을 일깨워줍니다. 2. 관련 구절 설명 - 고린도전서 7장 10-11절: 이 구절은 결혼한 자들이 서로를 갈리지 말고 화합하라는 주의 가르침을 담고 있습니다. 이는 부부 간의 관계가 얼마나 중요한지를 강조하며, 서로의 사랑과 존중이 결혼 생활의 기초임을 보여줍니다. - 신명기 25장 5-6절: 이 구절은 형제가 죽었을 때 그 형제의 아내를 취하는 의무를 설명합니다. 이는 결혼이 단순한 개인의 선택이 아니라, 가족과 공동체의 책임이 수반된다는 점을 강조합니다. ","[하이브리드 주제검색 결과] 인식 주제: ['결혼', '윤리', '관계', '말씀'] 검색 키워드: ['결혼', '남편', '아내', '부부', '혼인', '배우자', '윤리', '옳은', '죄인가', '해도 되', '괜찮', '판단', '양심', '관계', '형제', '이웃', '서로', '화목', '화해', '용납', '말씀', '율법', '계명', '성경', '가르침', '교훈'] LLM 검색 질의: ['혼전관계에 대한 성경의 가르침', '혼전관계', '결혼 전의 관계', '성경의 윤리적 기준', '성적 순결', '결혼의 의미', '성경은 혼전관계에 대하여 무엇이라고 말하는가?'] 실제 벡터검색 질의: ['혼전관계에 대한 성경의 가르침 남편과 아내 사랑과 존중 혼인 믿음을 따라 하지 않는 것은 죄 하나님의 영광을 위하여 양심 덕을 세움 서로 사랑 서로 용서 화목 형제 사랑 이웃 사랑 주의 말씀 율법 계명 말씀을 묵상', '혼전관계에 대한 성경의 가르침', '혼전관계', '결혼 ",
GQ0014,gotquestions_unmapped,성경은 공룡에 대하여 무엇을 말하는가?,200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 성경에서는 공룡에 대한 직접적인 언급이 없습니다. 그러나 창세기 1장에서는 하나님이 모든 생물을 창조하셨다고 기록되어 있습니다. 이 구절은 하나님이 공룡을 포함한 모든 생물을 창조하셨음을 암시할 수 있습니다. 또한, 성경은 자연 세계와 그 안에 있는 모든 생명체에 대한 하나님의 주권을 강조합니다. 따라서 공룡도 하나님의 창조물로 이해할 수 있습니다. 2. 관련 구절 설명 - 창세기 1장 1절: ""태초에 하나님이 천지를 창조하시니라."" 이 구절은 하나님이 모든 것을 창조하셨다는 기초적인 진리를 제시합니다. 이는 공룡을 포함한 모든 생명체가 하나님의 의도와 계획 속에서 존재한다는 것을 의미합니다. - 시편 104편 24절: ""여호와여, 주의 행사가 어찌 그리 크고 깊은지요! 주께서 지혜로 만드신 모든 것이 다 지혜로우니."" 이 구절은 하나님의 창조물에 대한 경이로움을 표현합니다. 공룡과 같은 생명체도 그 깊은 지혜의 일부로 볼 수 있습니다. 3. 본문 설명 제공된 성경 ","[하이브리드 주제검색 결과] 인식 주제: ['말씀'] 검색 키워드: ['말씀', '율법', '계명', '성경', '가르침', '교훈'] LLM 검색 질의: ['성경에서 공룡에 대한 언급', '성경의 창조에 대한 설명', '하나님의 창조물에 대한 이해', '공룡과 성경의 관계', '성경은 공룡에 대하여 무엇을 말하는가?'] 실제 벡터검색 질의: ['성경에서 공룡에 대한 언급 주의 말씀 율법 계명 말씀을 묵상', '성경에서 공룡에 대한 언급', '성경의 창조에 대한 설명', '하나님의 창조물에 대한 이해', '공룡과 성경의 관계', '성경은 공룡에 대하여 무엇을 말하는가?'] - 디모데전서 6장 | score=0.567 | keyword=4 | boost=0.0 1절 무릇 멍에 아래 있는 종들은 자기 상전들을 범사에 마땅히 공경할 자로 알지니 이는 하나님의 이름과 교훈으로 훼방을 받지 않게 하려 함이라 2절 믿는 상전이 있는 자들은 그 상전을 형제라고 경히 여기지 말고 더 잘 섬기게 하",
GQ0015,gotquestions_topic,애완동물도 천국에 가는가?,200,topic_search,topic_search|explanation,Y,죽음|구원|소망,구원,요한복음 14|요한계시록 21|고린도전서 15,,2,CHECK,CHECK,부분 성공: 근거 보강 또는 라벨 점검,"1. 핵심 답변 애완동물이 천국에 가는지에 대한 질문은 성경에서 직접적으로 다루어지지 않습니다. 성경은 주로 인간의 영혼과 구원에 초점을 맞추고 있으며, 동물에 대한 언급은 제한적입니다. 그러나 성경의 여러 구절에서 하나님께서 창조하신 모든 피조물에 대한 사랑과 돌봄을 강조하고 있습니다. 따라서 애완동물의 천국에 대한 여부는 명확히 알 수 없지만, 하나님께서 모든 피조물을 사랑하신다는 점은 분명합니다. 2. 관련 구절 설명 - 창세기 1장 25절: ""하나님이 짐승과 땅의 모든 것과 땅 위의 모든 기는 것을 지으시니라."" 이 구절은 하나님께서 모든 피조물을 창조하셨음을 나타내며, 하나님은 그 창조물에 대해 책임을 지고 계십니다. - 시편 36편 6절: ""여호와여, 주의 의가 산과 같고, 주의 판단이 깊은 바다와 같으니, 주께서 사람과 짐승을 구원하시는도다."" 이 구절은 하나님께서 사람뿐만 아니라 짐승도 구원하신다는 것을 보여줍니다. 이는 하나님이 모든 피조물에 대해 관심을 가지고 계심","[하이브리드 주제검색 결과] 인식 주제: [] 검색 키워드: [] LLM 검색 질의: ['애완동물 천국', '천국에 대한 성경의 가르침', '하나님과의 관계', '영혼의 구원', '창조의 의미', '하나님의 창조물에 대한 사랑', '애완동물도 천국에 가는가?'] 실제 벡터검색 질의: ['애완동물 천국 ', '애완동물 천국', '천국에 대한 성경의 가르침', '하나님과의 관계', '영혼의 구원', '창조의 의미', '하나님의 창조물에 대한 사랑', '애완동물도 천국에 가는가?'] - 에스라 10장 | score=0.527 | keyword=0 | boost=0.0 19절 저희가 다 손을 잡아 맹세하여 그 아내를 보내기로 하고 또 그 죄를 인하여 수양 하나를 속건제로 드렸으며 20절 또 임멜 자손 중에는 하나니와 스바댜요 21절 하림 자손 중에는 마아세야와 엘리야와 스마야와 여히엘과 웃시야요 - 여호수아 16장 | score=0.453 | keyword=0 | boost=0.0 10절 ",
GQ0016,gotquestions_topic,도박은 죄인가? 성경은 도박에 대하여 어떻게 말하고 있는가?,200,topic_search,topic_search|explanation,Y,재물|지혜|죄,재물|죄,디모데전서 6|마태복음 6|잠언,디모데전서 6,4,PASS,PASS,정상,"1. 핵심 답변 도박에 대한 성경의 직접적인 언급은 없지만, 도박이 가져오는 탐욕과 해로운 결과에 대한 경고는 여러 구절에서 찾아볼 수 있습니다. 예를 들어, 디모데전서 6장 10절에서는 돈을 사랑함이 일만 악의 뿌리라고 경고하며, 부유해지려는 욕망이 사람을 믿음에서 멀어지게 할 수 있음을 강조합니다. 도박은 종종 탐욕과 결부되어 있으며, 이러한 탐욕은 결국 사람을 침륜과 멸망으로 이끌 수 있습니다. 따라서 도박은 성경의 가르침에 비추어 볼 때, 신앙 생활에 부정적인 영향을 미칠 수 있는 행동으로 여겨질 수 있습니다. 2. 관련 구절 설명 - 디모데전서 6장 10절: 이 구절은 돈에 대한 사랑이 많은 악의 근원임을 강조합니다. 도박은 돈을 얻으려는 욕망에서 비롯되며, 이는 결국 신앙을 해치고 영적 삶에 부정적인 영향을 미칠 수 있습니다. - 로마서 7장 7절: 이 구절은 율법이 죄를 인식하게 한다고 말합니다. 도박과 같은 행동이 죄인지 여부를 판단하기 위해서는 성경의 가르침을 통해 ","[하이브리드 주제검색 결과] 인식 주제: ['죄', '재물', '회개', '말씀', '윤리'] 검색 키워드: ['죄', '죄인', '범죄', '악', '불의', '허물', '재물', '돈', '부자', '가난', '소유', '탐심', '보물', '회개', '돌이키', '죄를', '회개하라', '돌아오', '고백', '말씀', '율법', '계명', '성경', '가르침', '교훈', '윤리', '옳은', '죄인가', '해도 되', '괜찮', '판단', '양심'] LLM 검색 질의: ['도박은 죄인가?', '성경에서 도박에 대한 언급', '도박과 재물 관리', '도박의 윤리적 측면', '도박과 신앙의 관계', '도박은 죄인가? 성경은 도박에 대하여 어떻게 말하고 있는가?'] 실제 벡터검색 질의: ['도박은 죄인가? 보물을 하늘에 쌓으라 탐심을 물리치라 재물과 하나님 회개하라 죄를 고백 돌아오라 탕자의 비유 회복 주의 말씀 율법 계명 말씀을 묵상 믿음을 따라 하지 않는 것은 죄 하나님의 영",
GQ0017,gotquestions_topic,성경은 술이나 포도주를 마시는 것을 어떻게 말하고 있는가?,200,explanation,topic_search|explanation,Y,절제|윤리|거룩,절제|거룩,에베소서 5|고린도전서 6|잠언 20|로마서 14,에베소서 5|잠언 20,4,PASS,PASS,정상,"1. 핵심 답변 성경은 술과 포도주에 대해 다양한 관점을 제시하고 있습니다. 에베소서 5장 18절에서는 술 취하지 말라고 경고하며, 이는 방탕함과 관련이 있음을 강조합니다. 반면, 잠언 20장 1절에서는 포도주가 거만하게 만들고 미혹하는 것이라고 경고합니다. 이러한 구절들은 술이나 포도주를 마시는 것이 단순한 선택이 아니라, 우리의 삶과 신앙에 미치는 영향을 고려해야 함을 시사합니다. 2. 관련 구절 설명 - 에베소서 5장 18절: 이 구절은 술 취함이 방탕함으로 이어질 수 있음을 경고합니다. 성령의 충만함을 받는 것이 중요하다는 점에서, 술이 우리의 영적 상태에 부정적인 영향을 미칠 수 있음을 알 수 있습니다. - 잠언 20장 1절: 포도주가 사람을 미혹하게 하고 거만하게 만든다는 경고는, 술이 우리의 판단력과 행동에 미치는 영향을 잘 보여줍니다. 이는 술을 마시는 것이 단순한 오락이나 기분 전환이 아니라, 우리의 지혜와 인격에 영향을 줄 수 있음을 상기시킵니다. 3. 본문 설명 ","[하이브리드 주제검색 결과] 인식 주제: ['절제', '말씀', '하나님'] 검색 키워드: ['절제', '술', '취하지', '방탕', '중독', '조심', '말씀', '율법', '계명', '성경', '가르침', '교훈', '하나님', '여호와', '주', '아버지', '창조주', '전능'] LLM 검색 질의: ['성경에서 술이나 포도주에 대한 가르침', '술 취하지 말라', '절제', '무엇에든지 얽매이지 않음', '포도주에 대한 성경의 가르침', '음주와 신앙', '성경은 술이나 포도주를 마시는 것을 어떻게 말하고 있는가?'] 실제 벡터검색 질의: ['성경에서 술이나 포도주에 대한 가르침 술 취하지 말라 모든 것이 가하나 유익한 것은 아니다 절제 방탕하지 말라 주의 말씀 율법 계명 말씀을 묵상 하나님의 속성 창조주 하나님은 사랑 하나님의 거룩', '성경에서 술이나 포도주에 대한 가르침', '술 취하지 말라', '절제', '무엇에든지 얽매이지 않음', '포도주에 대한 성경의 가르침",
GQ0018,gotquestions_unmapped,예수님은 무슨 요일에 십자가에 못박혀 돌아가셨나?,200,story_explanation,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 - 예수님은 십자가에 못 박히신 사건은 인류의 죄를 대신 짊어지기 위한 희생의 상징입니다. 누가복음 23장에서 예수님은 해골이라 하는 곳에서 두 행악자와 함께 십자가에 못 박히셨고, 그 과정에서 사람들의 비웃음과 조롱을 받으셨습니다. 예수님은 자신의 죽음을 통해 인류에게 구원의 길을 열어주셨으며, 마지막 순간에 행악자에게 구원의 약속을 하심으로써 하나님의 은혜를 드러내셨습니다. 2. 본문 흐름 설명 - 본문은 예수님이 해골이라 하는 곳에 이르러 십자가에 못 박히는 장면으로 시작됩니다. 이곳에서 예수님은 두 행악자와 함께 처형되며, 그들은 각각 우편과 좌편에 위치하게 됩니다. 예수님은 그들의 비방과 군병들의 조롱 속에서도 아버지께 사람들을 용서해 달라고 기도하십니다. 이 과정에서 예수님의 고난과 인내가 드러나며, 그가 인류를 위해 희생하고 있음을 보여줍니다. - 이어서 본문은 예수님이 십자가에서 고통을 겪는 동안, 주변 사람들의 반응을 묘사합니다. 백성들은 구경하며 비","누가복음 23:33 해골이라 하는 곳에 이르러 거기서 예수를 십자가에 못 박고 두 행악자도 그렇게 하니 하나는 우편에, 하나는 좌편에 있더라 누가복음 23:34 이에 예수께서 가라사대 아버지여 저희를 사하여 주옵소서 자기의 하는 것을 알지 못함이니이다 하시더라 저희가 그의 옷을 나눠 제비 뽑을새 누가복음 23:35 백성은 서서 구경하며 관원들도 비웃어 가로되 저가 남을 구원하였으니 만일 하나님의 택하신 자 그리스도여든 자기도 구원할지어다 하고 누가복음 23:36 군병들도 희롱하면서 나아와 신포도주를 주며 누가복음 23:37 가로되 네가 만일 유대인의 왕이어든 네가 너를 구원하라 하더라 누가복음 23:38 그의 위에 이는 유대인의 왕이라 쓴 패가 있더라 누가복음 23:39 달린 행악자 중 하나는 비방하여 가로되 네가 그리스도가 아니냐 너와 우리를 구원하라 하되 누가복음 23:40 하나는 그 사람을 꾸짖어 가로되 네가 동일한 정죄를 받고서도 하나님을 두려워 아니하느냐 누가복음 23:41",
GQ0019,gotquestions_unmapped,가인의 아내는 누구인가? 가인은 누구와 결혼한 것인가?,200,guardrail,topic_search|explanation,N,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"이 질문은 성경공부 도우미의 답변 범위를 벗어납니다. 저는 로또 번호, 운세, 투자 추천처럼 성경 본문과 직접 관련 없는 예측이나 선택을 대신해드릴 수는 없습니다. 대신 돈과 선택에 대한 성경적 태도, 지혜로운 결정, 염려를 다루는 말씀은 함께 살펴볼 수 있습니다. 예를 들어 이렇게 질문해볼 수 있습니다. - 돈을 어떻게 바라봐야 해? - 재정 문제로 불안할 때 어떤 말씀을 보면 좋을까? - 지혜로운 선택을 위해 기도할 때 어떤 마음이 필요할까?",,
GQ0020,gotquestions_unmapped,성경은 동성애를 어떻게 말하는가?,200,topic_search,topic_search|explanation,Y,,,,,,,REVIEW_UNLABELED,정답 라벨 없음: 수동검토/라벨링 필요,"1. 핵심 답변 성경에서 동성애에 대한 직접적인 언급은 없지만, 성경의 전반적인 가르침은 성적인 관계가 남녀 간의 결혼 안에서 이루어져야 한다는 점을 강조합니다. 예를 들어, 창세기에서는 하나님이 남자와 여자를 창조하셨고, 그들이 하나가 되어야 한다고 말씀하십니다. 이러한 맥락에서 동성애는 성경의 원칙과는 상반되는 것으로 해석될 수 있습니다. 그러나 성경은 또한 사랑과 용서의 메시지를 담고 있으며, 모든 사람에게 하나님의 사랑이 필요함을 강조합니다. 2. 관련 구절 설명 - 고린도전서 10장 23절: ""모든 것이 가하나 모든 것이 유익한 것이 아니요 모든 것이 가하나 모든 것이 덕을 세우는 것이 아니니"" 이 구절은 우리가 행하는 모든 것이 반드시 유익하거나 덕을 세우지 않을 수 있음을 경고합니다. 이는 우리의 행동이 다른 사람에게 미치는 영향을 고려해야 함을 의미합니다. - 로마서 14장 13절: ""그런즉 우리가 다시는 서로 판단하지 말고 도리어 부딪힐 것이나 거칠 것으로 형제 앞에","[하이브리드 주제검색 결과] 인식 주제: ['죄', '윤리', '관계', '말씀'] 검색 키워드: ['죄', '죄인', '범죄', '악', '불의', '허물', '윤리', '옳은', '죄인가', '해도 되', '괜찮', '판단', '양심', '관계', '형제', '이웃', '서로', '화목', '화해', '용납', '말씀', '율법', '계명', '성경', '가르침', '교훈'] LLM 검색 질의: ['성경에서 동성애에 대한 가르침', '동성애에 대한 성경의 가르침', '성경의 윤리적 기준', '하나님의 뜻과 동성애', '성경의 죄에 대한 정의', '관계의 윤리와 동성애', '성경은 동성애를 어떻게 말하는가?'] 실제 벡터검색 질의: ['성경에서 동성애에 대한 가르침 믿음을 따라 하지 않는 것은 죄 하나님의 영광을 위하여 양심 덕을 세움 서로 사랑 서로 용서 화목 형제 사랑 이웃 사랑 주의 말씀 율법 계명 말씀을 묵상', '성경에서 동성애에 대한 가르침', '동성애에 대한 성경의 가",
